Kecamatan;Kelurahan;latitude;longitude;search_query;gmaps_link
Cerbon;Simpang Nungki;;;;
Cerbon;Sawahan;;;;
Cerbon;Bantuil;;;;
Cerbon;Badandan;;;;
Cerbon;Sungai Raya;;;;
Cerbon;Sungai Kambat;;;;
Haruai;Lok Batu;;;;
Haruai;Kembang Kuning;;;;
Haruai;Seradang;;;;
Haruai;Halong;;;;
Haruai;Suput;;;;
Haruai;Catur Karya;;;;
Haruai;Mahe Pasar;;;;
Haruai;Suriyan;;;;
Haruai;Hayup;;;;
Haruai;Bongkang;;;;
Haruai;Wirang;;;;
Haruai;Nawin;;;;
Haruai;Marindi;;;;
Limpasu;Limpasu;;;;
Limpasu;Kabang;;;;
Limpasu;Tapuk;;;;
Limpasu;Pauh;;;;
Limpasu;Hawang;;;;
Limpasu;Karatungan;;;;
Limpasu;Abung;;;;
Limpasu;Abung Surapati;;;;
Limpasu;Karau;;;;
Mekarsari;Tamban Raya;;;;
Mekarsari;Tamban Raya Baru;;;;
Mekarsari;Karang Mekar;;;;
Mekarsari;Indah Sari;;;;
Mekarsari;Mekar Sari;;;;
Mekarsari;Tinggiran Darat;;;;
Mekarsari;Jelapat II;;;;
Mekarsari;Tinggiran Tengah;;;;
Mekarsari;Tinggiran Baru;;;;
Pugaan;Pampanan;;;;
Pugaan;Tamunti;;;;
Pugaan;Pugaan;;;;
Pugaan;Halangan;;;;
Pugaan;Sungai Rukam I;;;;
Pugaan;Sungai Rukam II;;;;
Pugaan;Jirak;;;;
Tanjung;Banyu Tajun;;;;
Tanjung;Sungai Pimping;;;;
Tanjung;Pamarangan Kiwa;;;;
Tanjung;Puain Kiwa;;;;
Tanjung;Jangkung;;;;
Tanjung;Tanjung;;;;
Tanjung;Agung;;;;
Tanjung;Kambitin;;;;
Tanjung;Hikun;;;;
Tanjung;Kambitin Raya;;;;
Tanjung;Wayau;;;;
Tanjung;Juai;;;;
Tanjung;Garunggung;;;;
Tanjung;Kitang;;;;
Tanjung;Mahe Seberang;;;;
Bakumpai;Batik;;;;
Bakumpai;Bahalayung;;;;
Bakumpai;Banua Anyar;;;;
Bakumpai;Murung Raya;;;;
Bakumpai;Sungai Lirik;;;;
Bakumpai;Banitan;;;;
Bakumpai;Palingkau;;;;
Bakumpai;Balukung;;;;
Bakumpai;Lepasan;;;;
Banua Lawas;Hapalah;;;;
Banua Lawas;Batang Banyu;;;;
Banua Lawas;Sungai Durian;;;;
Banua Lawas;Pematang;;;;
Banua Lawas;Hariang;;;;
Banua Lawas;Bungin;;;;
Banua Lawas;Bangkiling;;;;
Banua Lawas;Bangkiling Raya;;;;
Banua Lawas;Banua Lawas;;;;
Banua Lawas;Habau;;;;
Banua Lawas;Banua Rantau;;;;
Banua Lawas;Habau Hulu;;;;
Banua Lawas;Purai;;;;
Banua Lawas;Talan;;;;
Banua Lawas;Sungai Anyar;;;;
Cintapuri Darussalam;Keramat Mina;;;;
Cintapuri Darussalam;Cintapuri;;;;
Cintapuri Darussalam;Surian Hanyar;;;;
Cintapuri Darussalam;Simpang Lima;;;;
Cintapuri Darussalam;Sindang Jaya;;;;
Cintapuri Darussalam;Karya Makmur;;;;
Cintapuri Darussalam;Makmur Karya;;;;
Cintapuri Darussalam;Alalak Padang;;;;
Cintapuri Darussalam;Benua Anyar;;;;
Cintapuri Darussalam;Garis Hanyar;;;;
Cintapuri Darussalam;Sumber Sari;;;;
Kuripan;Jambu Baru;;;;
Kuripan;Jambu;;;;
Kuripan;Kabuau;;;;
Kuripan;Asia Baru;;;;
Kuripan;Jarenang;;;;
Kuripan;Kuripan;;;;
Kuripan;Rimbun Tulang;;;;
Kuripan;Tabatan;;;;
Kuripan;Tabatan Baru;;;;
Pelaihari;Sungai Riam;;;;
Pelaihari;Kampung Baru;;;;
Pelaihari;Sumber Mulia;;;;
Pelaihari;Tampang;;;;
Pelaihari;Sarang Halang;;;;
Pelaihari;Bumi Jaya;;;;
Pelaihari;Atu-Atu;;;;
Pelaihari;Angsau;;;;
Pelaihari;Pelaihari;;;;
Pelaihari;Karang Taruna;;;;
Pelaihari;Telaga;;;;
Pelaihari;Guntung Besar;;;;
Pelaihari;Panjaratan;;;;
Pelaihari;Tungkaran;;;;
Pelaihari;Panggung;;;;
Pelaihari;Pabahanan;;;;
Pelaihari;Ambungan;;;;
Pelaihari;Panggung Baru;;;;
Pelaihari;Ujung Batu;;;;
Pelaihari;Pemuda;;;;
Tanta;Walangkir;;;;
Tanta;Pulau Ku'u;;;;
Tanta;Tamiyang;;;;
Tanta;Warukin;;;;
Tanta;Padang Panjang;;;;
Tanta;Barimbun;;;;
Tanta;Padangin;;;;
Tanta;Luk Bayur;;;;
Tanta;Mangkusip;;;;
Tanta;Tanta;;;;
Tanta;Tanta Hulu;;;;
Tanta;Puain Kanan;;;;
Tanta;Pamarangan Kanan;;;;
Tanta;Murung Baru;;;;
Aluh-Aluh;Sungai Musang;;;;
Aluh-Aluh;Bakambat;;;;
Aluh-Aluh;Labat Muara;;;;
Aluh-Aluh;Tanipah;;;;
Aluh-Aluh;Pemurus;;;;
Aluh-Aluh;Bunipah;;;;
Aluh-Aluh;Simpang Warga Dalam;;;;
Aluh-Aluh;Pulantan;;;;
Aluh-Aluh;Aluh Aluh Besar;;;;
Aluh-Aluh;Simpang Warga;;;;
Aluh-Aluh;Balimau;;;;
Aluh-Aluh;Aluh Aluh Kecil;;;;
Aluh-Aluh;Aluh Aluh Kecil Muara;;;;
Aluh-Aluh;Podok;;;;
Aluh-Aluh;Terapu;;;;
Aluh-Aluh;Kuin Besar;;;;
Aluh-Aluh;Handil Bujur;;;;
Aluh-Aluh;Handil Baru;;;;
Aluh-Aluh;Kuin Kecil;;;;
Bintang Ara;Waling;;;;
Bintang Ara;Usih;;;;
Bintang Ara;Bintang Ara;;;;
Bintang Ara;Argo Mulyo;;;;
Bintang Ara;Burum;;;;
Bintang Ara;Panaan;;;;
Bintang Ara;Hegarmanah;;;;
Bintang Ara;Dambung Raya;;;;
Bintang Ara;Bumi Makmur;;;;
Jaro;Namun;;;;
Jaro;Muang;;;;
Jaro;Teratau;;;;
Jaro;Purui;;;;
Jaro;Nalui;;;;
Jaro;Jaro;;;;
Jaro;Garagata;;;;
Jaro;Solan;;;;
Jaro;Lano;;;;
Jejangkit;Cahaya Baru;;;;
Jejangkit;Sampurna;;;;
Jejangkit;Bahandang;;;;
Jejangkit;Jejangkit Muara;;;;
Jejangkit;Jejangkit Pasar;;;;
Jejangkit;Jejangkit Barat;;;;
Jejangkit;Jejangkit Timur;;;;
Kertak Hanyar;Tatah Pemangkih Laut;;;;
Kertak Hanyar;Belayung Baru;;;;
Kertak Hanyar;Pasar Kamis;;;;
Kertak Hanyar;Banua Hanyar;;;;
Kertak Hanyar;Mekar Raya;;;;
Kertak Hanyar;Sungai Lakum;;;;
Kertak Hanyar;Mandarsari;;;;
Kertak Hanyar;Manarap Baru;;;;
Kertak Hanyar;Manarap Tengah;;;;
Kertak Hanyar;Manarap Lama;;;;
Kertak Hanyar;Simpang Empat;;;;
Kertak Hanyar;Kertak Hanyar II;;;;
Kertak Hanyar;Kertak Hanyar I;;;;
Pulau Laut Tanjung Selayar;Tanjung Kunyit;;;;
Pulau Laut Tanjung Selayar;Tanjung Tengah;;;;
Pulau Laut Tanjung Selayar;Teluk Tamiang;;;;
Pulau Laut Tanjung Selayar;Gosong Panjang;;;;
Pulau Laut Tanjung Selayar;Kampung Baru;;;;
Pulau Laut Tanjung Selayar;Tanjung Sungkai;;;;
Pulau Laut Tanjung Selayar;Tanjung Pelayar;;;;
Pulau Laut Tanjung Selayar;Banda Raya;;;;
Pulau Laut Tanjung Selayar;Tata Mekar;;;;
Pulau Laut Tanjung Selayar;Bangun Rejo;;;;
Sungai Pinang;Hakim Makmur;;;;
Sungai Pinang;Kahelaan;;;;
Sungai Pinang;Sumber Baru;;;;
Sungai Pinang;Sumber Harapan;;;;
Sungai Pinang;Kupang Rejo;;;;
Sungai Pinang;Sungai Pinang;;;;
Sungai Pinang;Pakutik;;;;
Sungai Pinang;Rantau Nangka;;;;
Sungai Pinang;Rantau Bakula;;;;
Sungai Pinang;Belimbing Lama;;;;
Sungai Pinang;Belimbing Baru;;;;
Candi Laras Utara;Kaladan;;;;
Candi Laras Utara;Sungai Salai Hilir;;;;
Candi Laras Utara;Sungai Salai;;;;
Candi Laras Utara;Sungai Puting;;;;
Candi Laras Utara;Pariok;;;;
Candi Laras Utara;Margasari Hilir;;;;
Candi Laras Utara;Batalas;;;;
Candi Laras Utara;Teluk Haur;;;;
Candi Laras Utara;Rawana;;;;
Candi Laras Utara;Rawana Hulu;;;;
Candi Laras Utara;Buas Buas Hilir;;;;
Candi Laras Utara;Buas Buas;;;;
Candi Laras Utara;Sawaja;;;;
Kelua;Pulau;;;;
Kelua;Ampukung;;;;
Kelua;Telaga Itar;;;;
Kelua;Sungai Buluh;;;;
Kelua;Binturu;;;;
Kelua;Pudak Setegal;;;;
Kelua;Pasar Panas;;;;
Kelua;Masintan;;;;
Kelua;Takulat;;;;
Kelua;Paliat;;;;
Kelua;Karangan Putih;;;;
Kelua;Bahungin;;;;
Mataraman;Baru;;;;
Mataraman;Gunung Ulin;;;;
Mataraman;Sungai Jati;;;;
Mataraman;Takuti;;;;
Mataraman;Tanah Abang;;;;
Mataraman;Bawahan Pasar;;;;
Mataraman;Surian;;;;
Mataraman;Pematang Danau;;;;
Mataraman;Pasiraman;;;;
Mataraman;Bawahan Selan;;;;
Mataraman;Bawahan Seberang;;;;
Mataraman;Mangkalawat;;;;
Mataraman;Mataraman;;;;
Mataraman;Simpang Tiga;;;;
Mataraman;Lok Tamu;;;;
Muara Harus;Madang;;;;
Muara Harus;Padangin;;;;
Muara Harus;Harus;;;;
Muara Harus;Tantaringin;;;;
Muara Harus;Manduin;;;;
Muara Harus;Mantuil;;;;
Muara Harus;Murung Karangan;;;;
Pengaron;Maniapun;;;;
Pengaron;Lobang Baru;;;;
Pengaron;Lok Tunggul;;;;
Pengaron;Kertak Empat;;;;
Pengaron;Pengarom;;;;
Pengaron;Benteng;;;;
Pengaron;Lumpangi;;;;
Pengaron;Ati`lm;;;;
Pengaron;Alimukim;;;;
Pengaron;Antaraku;;;;
Pengaron;Panyiuran;;;;
Pengaron;Mangkauk;;;;
Pulau Laut Selatan;Teluk Sirih;;;;
Pulau Laut Selatan;Sungai Bulan;;;;
Pulau Laut Selatan;Sungai Bahim;;;;
Pulau Laut Selatan;Alle Alle;;;;
Pulau Laut Selatan;Tanjung Seloka;;;;
Pulau Laut Selatan;Tanjung Serudung;;;;
Pulau Laut Selatan;Labuan Mas;;;;
Pulau Laut Selatan;Tanjung Seloka Utara;;;;
Tapin Tengah;Sukaramai;;;;
Tapin Tengah;Pandulangan;;;;
Tapin Tengah;Labung;;;;
Tapin Tengah;Tirik;;;;
Tapin Tengah;Mandurian;;;;
Tapin Tengah;Mandurian Hilir;;;;
Tapin Tengah;Pamatang Karangan Hulu;;;;
Tapin Tengah;Andhika;;;;
Tapin Tengah;Sungai Bahalang;;;;
Tapin Tengah;Pamatang Karangan;;;;
Tapin Tengah;Papagan Makmur;;;;
Tapin Tengah;Serawi;;;;
Tapin Tengah;Batang Lantik;;;;
Tapin Tengah;Kepayang;;;;
Tapin Tengah;Pandahan;;;;
Tapin Tengah;Pematang Karangan Hilir;;;;
Tapin Tengah;Hiyung;;;;
Batu Ampar;Tajau Pecah;;;;
Batu Ampar;Jilatan;;;;
Batu Ampar;Jilatan Alur;;;;
Batu Ampar;Ambawang;;;;
Batu Ampar;Durian Bungkuk;;;;
Batu Ampar;Tajau Mulia;;;;
Batu Ampar;Gunung Mas;;;;
Batu Ampar;Batu Ampar;;;;
Batu Ampar;Damar Lima;;;;
Batu Ampar;Damit;;;;
Batu Ampar;Damit Hulu;;;;
Batu Ampar;Pantai Linuh;;;;
Batu Ampar;Bluru;;;;
Batu Ampar;Gunung Melati;;;;
Candi Laras Selatan;Sungai Rutas;;;;
Candi Laras Selatan;Sungai Rutas Hulu;;;;
Candi Laras Selatan;Pabaungan Hulu;;;;
Candi Laras Selatan;Pabaungan Pantai;;;;
Candi Laras Selatan;Pabaungan Hilir;;;;
Candi Laras Selatan;Marampiau;;;;
Candi Laras Selatan;Marampiau Hilir;;;;
Candi Laras Selatan;Baringin A;;;;
Candi Laras Selatan;Baringin B;;;;
Candi Laras Selatan;Margasari Hulu;;;;
Candi Laras Selatan;Candi Laras;;;;
Candi Laras Selatan;Baulin;;;;
Kelumpang Hulu;Mangkirana;;;;
Kelumpang Hulu;Cantung Kiri Hilir;;;;
Kelumpang Hulu;Banua Lawas;;;;
Kelumpang Hulu;Sidomulyo;;;;
Kelumpang Hulu;Karang Payau;;;;
Kelumpang Hulu;Sungai Kupang;;;;
Kelumpang Hulu;Bangkalan Melayu;;;;
Kelumpang Hulu;Karang Liwar;;;;
Kelumpang Hulu;Bangkalan Dayak;;;;
Kelumpang Hulu;Laburan;;;;
Kintap;Pandan Sari;;;;
Kintap;Salaman;;;;
Kintap;Kintapura;;;;
Kintap;Pasir Putih;;;;
Kintap;Kintap Kecil;;;;
Kintap;Kintap;;;;
Kintap;Muara Kintap;;;;
Kintap;Bukit Mulia;;;;
Kintap;Sumber Jaya;;;;
Kintap;Kebun Raya;;;;
Kintap;Mekar Sari;;;;
Kintap;Sebamban Baru;;;;
Kintap;Sungai Cuka;;;;
Kintap;Riam Adungan;;;;
Simpang Empat;Tanah Intan;;;;
Simpang Empat;Sungai Tabuk;;;;
Simpang Empat;Lok Cantung;;;;
Simpang Empat;Cabi;;;;
Simpang Empat;Simpang Empat;;;;
Simpang Empat;Sungai Raya;;;;
Simpang Empat;Lawiran;;;;
Simpang Empat;Sungai Langsat;;;;
Simpang Empat;Paring Tali;;;;
Simpang Empat;Batu Balian;;;;
Simpang Empat;Sungkai;;;;
Simpang Empat;Pasar Lama;;;;
Simpang Empat;Sungkai Baru;;;;
Simpang Empat;Berkat Mulya;;;;
Simpang Empat;Paku;;;;
Tapin Selatan;Tatakan;;;;
Tapin Selatan;Suato Tatakan;;;;
Tapin Selatan;Tandui;;;;
Tapin Selatan;Lawahan;;;;
Tapin Selatan;Rumintin;;;;
Tapin Selatan;Sawang;;;;
Tapin Selatan;Cempaka;;;;
Tapin Selatan;Timbaan;;;;
Tapin Selatan;Harapan Masa;;;;
Tapin Selatan;Hatiwin;;;;
Tapin Selatan;Tambarangan;;;;
Upau;Masingai II;;;;
Upau;Masingai I;;;;
Upau;Bilas;;;;
Upau;Kaong;;;;
Upau;Pangelak;;;;
Upau;Kinarum;;;;
Aranio;Belangian;;;;
Aranio;Pa'au;;;;
Aranio;Kalaan;;;;
Aranio;Tiwingan Baru;;;;
Aranio;Aranio;;;;
Aranio;Tiwingan Lama;;;;
Aranio;Benua Riam;;;;
Aranio;Artain;;;;
Aranio;Bunglai;;;;
Aranio;Apuai;;;;
Aranio;Rantau Bujur;;;;
Aranio;Rantau Balai;;;;
Binuang;Tungkap;;;;
Binuang;A Yani Pura;;;;
Binuang;Gunung Batu;;;;
Binuang;Padang Sari;;;;
Binuang;Pualam Sari;;;;
Binuang;Pulau Pinang;;;;
Binuang;Pulau Pinang Utara;;;;
Binuang;Mekar Sari;;;;
Binuang;Binuang;;;;
Binuang;Raya Belanti;;;;
Binuang;Karangan Putih;;;;
Bungur;Kalumpang;;;;
Bungur;Banua Padang;;;;
Bungur;Bungur;;;;
Bungur;Banua Padang Hilir;;;;
Bungur;Shabah;;;;
Bungur;Hangui;;;;
Bungur;Rantau Bujur;;;;
Bungur;Purut;;;;
Bungur;Bungur Baru;;;;
Bungur;Timbung;;;;
Bungur;Paring Guling;;;;
Bungur;Linuh;;;;
Gambut;Sungai Kupang;;;;
Gambut;Keladan Baru;;;;
Gambut;Guntung Ujung;;;;
Gambut;Guntung Papuyu;;;;
Gambut;Makmur;;;;
Gambut;Tambak Sirang Darat;;;;
Gambut;Tambak Sirang Baru;;;;
Gambut;Tambak Sirang Laut;;;;
Gambut;Malintang;;;;
Gambut;Malintang Baru;;;;
Gambut;Kayu Bawang;;;;
Gambut;Gambut;;;;
Gambut;Banyu Hirang;;;;
Gambut;Gambut Barat;;;;
Jorong;Sabuhur;;;;
Jorong;Swarangan;;;;
Jorong;Alur;;;;
Jorong;Jorong;;;;
Jorong;Karang Rejo;;;;
Jorong;Muara Asam-Asam;;;;
Jorong;Asam Jaya;;;;
Jorong;Asri Mulya;;;;
Jorong;Asam-Asam;;;;
Jorong;Batalang;;;;
Jorong;Simpang Empat Sungai Baru;;;;
Salam Babaris;Kambang Habang Baru;;;;
Salam Babaris;Kambang Habang Lama;;;;
Salam Babaris;Suato Lama;;;;
Salam Babaris;Pantai cabe;;;;
Salam Babaris;Suato Baru;;;;
Salam Babaris;Salam Babaris;;;;
Takisung;Kuala Tambangan;;;;
Takisung;Telaga Langsat;;;;
Takisung;Takisung;;;;
Takisung;Gunung Makmur;;;;
Takisung;Sumber Makmur;;;;
Takisung;Benua Tengah;;;;
Takisung;Benua Lawas;;;;
Takisung;Ranggang;;;;
Takisung;Batilai;;;;
Takisung;Ranggang Dalam;;;;
Takisung;Pagatan Besar;;;;
Takisung;Tabanio;;;;
Bakarangan;Parigi Kecil;;;;
Bakarangan;Parigi;;;;
Bakarangan;Bakarangan;;;;
Bakarangan;Paul;;;;
Bakarangan;Waringin;;;;
Bakarangan;Tangkawang Baru;;;;
Bakarangan;Tangkawang;;;;
Bakarangan;Gadung Karamat;;;;
Bakarangan;Ketapang;;;;
Bakarangan;Bundung;;;;
Bakarangan;Gadung;;;;
Bakarangan;Masta;;;;
Bumi Makmur;Pantai Harapan;;;;
Bumi Makmur;Sungai Rasau;;;;
Bumi Makmur;Handil Maluka;;;;
Bumi Makmur;Handil Labuan Amas;;;;
Bumi Makmur;Handil Suruk;;;;
Bumi Makmur;Handil Gayam;;;;
Bumi Makmur;Kurau Utara;;;;
Bumi Makmur;Bumi Harapan;;;;
Bumi Makmur;Handil Babirik;;;;
Bumi Makmur;Handil Birayang Bawah;;;;
Bumi Makmur;Handil Birayang Atas;;;;
Hatungun;Matang Batas;;;;
Hatungun;Burakai;;;;
Hatungun;Hatungun;;;;
Hatungun;Tarungin;;;;
Hatungun;Bagak;;;;
Hatungun;Asam Randah;;;;
Hatungun;Batu Hapu;;;;
Hatungun;Kambang Kuning;;;;
Kurau;Sungai Bakau;;;;
Kurau;Raden;;;;
Kurau;Maluka Baulin;;;;
Kurau;Bawah Layung;;;;
Kurau;Tambak Karya;;;;
Kurau;Padang Luas;;;;
Kurau;Tambak Sarinah;;;;
Kurau;Sarikandi;;;;
Kurau;Handil Negara;;;;
Kurau;Kali Besar;;;;
Kurau;Kurau;;;;
Lokpaikat;Binderang;;;;
Lokpaikat;Parandakan;;;;
Lokpaikat;Lokpaikat;;;;
Lokpaikat;Bataratat;;;;
Lokpaikat;Bitahan Baru;;;;
Lokpaikat;Puncak Harapan;;;;
Lokpaikat;Budi Mulya;;;;
Lokpaikat;Ayunan Papan;;;;
Lokpaikat;Bitahan;;;;
Piani;Baramban;;;;
Piani;Miawa;;;;
Piani;Buni'in Jaya;;;;
Piani;Batu Ampar;;;;
Piani;Pipitak Jaya;;;;
Piani;Harakit;;;;
Piani;Batung;;;;
Piani;Balawaian;;;;
Tambang Ulang;Bingkulu;;;;
Tambang Ulang;Kayu Abang;;;;
Tambang Ulang;Gunung Raja;;;;
Tambang Ulang;Pulau Sari;;;;
Tambang Ulang;Tambang Ulang;;;;
Tambang Ulang;Sungai Jelai;;;;
Tambang Ulang;Sungai Pinang;;;;
Tambang Ulang;Martadah;;;;
Tambang Ulang;Martadah Baru;;;;
Bajuin;Tirta Jaya;;;;
Bajuin;Galam;;;;
Bajuin;Pemalongan;;;;
Bajuin;Ketapang;;;;
Bajuin;Kunyit;;;;
Bajuin;Bajuin;;;;
Bajuin;Sungai Bakar;;;;
Bajuin;Tanjung;;;;
Bajuin;Tebing Siring;;;;
Kelumpang Barat;Batang Kulur;;;;
Kelumpang Barat;Bungkukan;;;;
Kelumpang Barat;Siayuh;;;;
Kelumpang Barat;Tanjung Sari;;;;
Kelumpang Barat;Magalau Hilir;;;;
Kelumpang Barat;Magalau Hulu;;;;
Kelumpang Hilir;Tarjun;;;;
Kelumpang Hilir;Mandala;;;;
Kelumpang Hilir;Langadai;;;;
Kelumpang Hilir;Pelaju Baru;;;;
Kelumpang Hilir;Serongga;;;;
Kelumpang Hilir;Tegal Rejo;;;;
Kelumpang Hilir;Telaga Sari;;;;
Kelumpang Hilir;Pulau Panci;;;;
Kelumpang Hilir;Sahapi;;;;
Kelumpang Selatan;Suka Maju;;;;
Kelumpang Selatan;Pantai;;;;
Kelumpang Selatan;Tanjung Pangga;;;;
Kelumpang Selatan;Pembelancanan;;;;
Kelumpang Selatan;Bumi Asih;;;;
Kelumpang Selatan;Sungai Nipah;;;;
Kelumpang Selatan;Pantai Baru;;;;
Kelumpang Selatan;Sangking Baru;;;;
Kelumpang Selatan;Sungai Kupang Jaya;;;;
Kelumpang Tengah;Tanjung Batu;;;;
Kelumpang Tengah;Sungai Pinang;;;;
Kelumpang Tengah;Sungai Punggawa;;;;
Kelumpang Tengah;Tanjung Selayar;;;;
Kelumpang Tengah;Senakin;;;;
Kelumpang Tengah;Senakin Seberang;;;;
Kelumpang Tengah;Tanah Rata;;;;
Kelumpang Tengah;Sebuli;;;;
Kelumpang Tengah;Sembilang;;;;
Kelumpang Tengah;Tamiang Bakung;;;;
Kelumpang Tengah;Tebing Tinggi;;;;
Kelumpang Tengah;Sang Sang;;;;
Kelumpang Tengah;Geronggang;;;;
Kelumpang Utara;Sungai Hanyar;;;;
Kelumpang Utara;Pudi;;;;
Kelumpang Utara;Sungai Seluang;;;;
Kelumpang Utara;Mangga;;;;
Kelumpang Utara;Pudi Seberang;;;;
Kelumpang Utara;Sulangkit;;;;
Kelumpang Utara;Wilas;;;;
Pamukan Barat;Sengayam;;;;
Pamukan Barat;Marga Jaya;;;;
Pamukan Barat;Mayang Sari;;;;
Pamukan Barat;Mangka;;;;
Pamukan Barat;Batuah;;;;
Pamukan Selatan;Sekandis;;;;
Pamukan Selatan;Sukadana;;;;
Pamukan Selatan;Gunung Calang;;;;
Pamukan Selatan;Talusi;;;;
Pamukan Selatan;Sakalimau;;;;
Pamukan Selatan;Mulyodadi;;;;
Pamukan Selatan;Tanjung Samalantakan;;;;
Pamukan Selatan;Saka Doyan;;;;
Pamukan Selatan;Rampacengal;;;;
Pamukan Selatan;Sesulung;;;;
Pamukan Selatan;Pondok Labu;;;;
Pulau Laut Barat;Lontar Selatan;;;;
Pulau Laut Barat;Lontar Utara;;;;
Pulau Laut Barat;Gemuruh;;;;
Pulau Laut Barat;Lontar Timur;;;;
Pulau Laut Barat;Tapian Balai;;;;
Pulau Laut Barat;Sebanti;;;;
Pulau Laut Barat;Sepagar;;;;
Pulau Laut Barat;Sumber Sari (UPT. Sepagar I);;;;
Pulau Laut Barat;Subur Makmur (UPT. Sepagar II);;;;
Pulau Laut Barat;Terangkih;;;;
Pulau Laut Barat;Semaras;;;;
Pulau Laut Kepulauan;Pulau Kerayaan;;;;
Pulau Laut Kepulauan;Kerayaan Utara;;;;
Pulau Laut Kepulauan;Pulau Kerumputan;;;;
Pulau Laut Kepulauan;Pulau Kerasian;;;;
Pulau Laut Kepulauan;Teluk Kemuning;;;;
Pulau Laut Kepulauan;Teluk Aru;;;;
Pulau Laut Kepulauan;Tanjung Lalak Selatan;;;;
Pulau Laut Kepulauan;Tanjung Lalak Utara;;;;
Pulau Laut Kepulauan;Oka-oka;;;;
Pulau Laut Tengah;Semisir;;;;
Pulau Laut Tengah;Sungai Pasir;;;;
Pulau Laut Tengah;Salino;;;;
Pulau Laut Tengah;Mekar Pura;;;;
Pulau Laut Tengah;Selaru;;;;
Pulau Laut Tengah;Sungup Kanan;;;;
Pulau Laut Tengah;Pantai Baru;;;;
Pulau Laut Timur;Tanjung Pengharapan;;;;
Pulau Laut Timur;Batu Tunau;;;;
Pulau Laut Timur;Sejakah;;;;
Pulau Laut Timur;Bekambit;;;;
Pulau Laut Timur;Bekambit Asri;;;;
Pulau Laut Timur;Betung;;;;
Pulau Laut Timur;Langkang Baru;;;;
Pulau Laut Timur;Karang Sari Indah;;;;
Pulau Laut Timur;Sungai Limau;;;;
Pulau Laut Timur;Langkang Lama;;;;
Pulau Laut Timur;Kulipak;;;;
Pulau Laut Timur;Berangas;;;;
Pulau Laut Timur;Teluk Mesjid;;;;
Pulau Laut Timur;Teluk Gosong;;;;
Pulau Laut Utara;Megasari;;;;
Pulau Laut Utara;Sebelimbingan;;;;
Pulau Laut Utara;Gunung Sari;;;;
Pulau Laut Utara;Stagen;;;;
Pulau Laut Utara;Gunung Ulin;;;;
Pulau Laut Utara;Sungai Taib;;;;
Pulau Laut Utara;Semayap;;;;
Pulau Laut Utara;Dirgahayu;;;;
Pulau Laut Utara;Kotabaru Hulu;;;;
Pulau Laut Utara;Rampa;;;;
Pulau Sebuku;Sekapung;;;;
Pulau Sebuku;Kanibungan;;;;
Pulau Sebuku;Mandin;;;;
Pulau Sebuku;Belambus;;;;
Pulau Sebuku;Sarakaman;;;;
Pulau Sebuku;Sungai Bali;;;;
Pulau Sebuku;Rampa;;;;
Pulau Sebuku;Ujung;;;;
Sungai Durian;Gendang Timburu;;;;
Sungai Durian;Manunggul Lama;;;;
Sungai Durian;Manunggul Baru;;;;
Sungai Durian;Rantau Budha;;;;
Sungai Durian;Rantau Jaya;;;;
Sungai Durian;Terombong Sari;;;;
Sungai Durian;Buluh Kuning;;;;
Kusan Tengah;Sepunggur;;;;
Kusan Tengah;Api Api;;;;
Kusan Tengah;Pakatellu;;;;
Kusan Tengah;Manurung;;;;
Kusan Tengah;Batarang;;;;
Kusan Tengah;Mekar Jaya;;;;
Kusan Tengah;Pulau Tanjung;;;;
Kusan Tengah;Salimuran;;;;
Kusan Tengah;Upt. Karya Bhakti;;;;
Kusan Tengah;Satiung;;;;
Kusan Tengah;Saring Sungai Binjai;;;;
Kusan Tengah;Saring Sungai Bubu;;;;
Kusan Tengah;Serdangan;;;;
