name,latitude,longitude,category,search_query
Bank Syariah Indonesia Kantor Cabang Banjarmasin,-3.3360812,114.6167333,Bank,Bank BNI
Bni,-3.3842125,114.6517656,Bank,Bank BNI
Bni,-3.421021,116.0023961,Bank,Bank BNI
Bni Agen46,-3.4431279,114.7507751,Bank,Bank BNI
Kantor BNI Wilayah 9 Banjarmasin,-3.3238292,114.5909294,Bank,Bank BNI
Kantor Cabang BNI Banjarmasin,-3.3269715,114.5903018,Bank,Bank BNI
Loket Dmarini BNI,-3.2985499,114.5964693,Bank,Bank BNI
PT BNI (Persero)Tbk KLN Pelaihari,-3.7989005,114.7709975,Bank,Bank BNI
BANK BRI,-3.3286334,114.5724671,Bank,Bank BRI
BANK BRI,-3.293361,114.58925,Bank,Bank BRI
BANK BRI,-3.3396355,114.5935084,Bank,Bank BRI
BANK BRI MUNGKUR UYAM,-2.2674192,115.5755513,Bank,Bank BRI
BANK BRI SIMPUR,-2.8158016,115.2104839,Bank,Bank BRI
BANK BRI Unit Kertak Hanyar,-3.3669144,114.6391512,Bank,Bank BRI
BRI Cabang Martapura,-3.406028,114.8469497,Bank,Bank BRI
BRI Cabang Pelaihari,-3.8017732,114.7642136,Bank,Bank BRI
BRI Cabang Tambarangan,-3.0518134,115.1857894,Bank,Bank BRI
BRI KCP Melayu,-3.31863,114.6041,Bank,Bank BRI
BRI KCP PALAPAN,-3.3600487,114.6347065,Bank,Bank BRI
BRI Kantor Cabang Batulicin,-3.4332193,116.0010007,Bank,Bank BRI
BRI Kantor Cabang Kotabaru,-3.2353579,116.2291586,Bank,Bank BRI
BRI Regional Office Banjarmasin,-3.3284412,114.6098759,Bank,Bank BRI
BRI Syamsuddin Noor,-3.4420709,114.7448165,Bank,Bank BRI
BRI UNIT AMUNTAI TENGAH,-2.4195403,115.2567986,Bank,Bank BRI
BRI UNIT LOKTABAT,-3.4429851,114.8229011,Bank,Bank BRI
BRI UNIT PANGLIMA BATUR,-3.438809,114.823467,Bank,Bank BRI
BRI Unit Ahmad Yani,-3.3383017,114.6174344,Bank,Bank BRI
BRI Unit Binuang,-3.1599321,115.0881746,Bank,Bank BRI
BRI Unit Daha,-2.6306023,115.1066464,Bank,Bank BRI
BRI Unit Gagas,-3.7999315,114.7769158,Bank,Bank BRI
BRI Unit Handil Bakti,-3.2739953,114.5994923,Bank,Bank BRI
BRI Unit Murakata,-2.5862845,115.3762254,Bank,Bank BRI
BRI Unit Pagat,-2.621437,115.418815,Bank,Bank BRI
BRI Unit Sei. Loban,-3.6496155,115.7531951,Bank,Bank BRI
BRI Unit Sengayam,-2.3348267,116.01033,Bank,Bank BRI
BRI unit Palampitan,-2.4203054,115.2508482,Bank,Bank BRI
Bank BRI,-3.0838417,115.0974904,Bank,Bank BRI
Bank BRI,-3.4525872,116.0016277,Bank,Bank BRI
Bank BRI,-3.4427771,114.8390708,Bank,Bank BRI
Bank BRI,-3.3202586,114.5830703,Bank,Bank BRI
Bank BRI,-3.4369979,114.8448029,Bank,Bank BRI
Bank BRI,-3.42022,114.85021,Bank,Bank BRI
Bank BRI ATM - UNIT BRI TRISAKTI BANJARMASIN,-3.3248234,114.5619094,ATM,Bank BRI
Bank BRI Balangan,-2.3405273,115.4597764,Bank,Bank BRI
Bank BRI CRM - KCP KAYU TANGI,-3.2933617,114.5892532,ATM,Bank BRI
Bank BRI Cabang Amuntai,-2.4193588,115.2533607,Bank,Bank BRI
Bank BRI Cabang Rantau,-2.9328002,115.1515129,Bank,Bank BRI
Bank BRI KC Banjarmasin Ahmad Yani,-3.3283977,114.6098836,Bank,Bank BRI
Bank BRI KC Kandangan,-2.7849193,115.2680263,Bank,Bank BRI
Bank BRI KCP Paringin,-3.406894,114.848134,Bank,Bank BRI
Bank BRI KCP Pasar Baru Banjarmasin,-3.3272774,114.5914166,Bank,Bank BRI
Bank BRI KK Intan Banjar,-3.4414511,114.8294624,Bank,Bank BRI
Bank BRI KK Lambung Mangkurat,-3.3240871,114.5908142,Bank,Bank BRI
Bank BRI Kanwil Banjarmasin,-3.328311,114.6098494,Bank,Bank BRI
Bank BRI Lampihong,-2.3335909,115.3795869,Bank,Bank BRI
Bank BRI Layanan keuangan,-3.409005,114.6720406,Bank,Bank BRI
Bank BRI PASAR GARUDA,-2.5859965,115.3821013,Bank,Bank BRI
Bank BRI TERAS Pasar Binuang,-3.1595095,115.0882474,Bank,Bank BRI
Bank BRI TERAS Pasar Harian Simpang Empat,-3.31089,115.99052,Bank,Bank BRI
Bank BRI TERAS Pasar Keraton,-2.93556,115.14981,Bank,Bank BRI
Bank BRI TERAS Pasar Raya Kalimantan,-2.93159,115.15451,Bank,Bank BRI
Bank BRI TERAS Pasar Ulin Raya,-3.4418841,114.7339671,Bank,Bank BRI
Bank BRI UNIT Alabio,-2.43362,115.13951,Bank,Bank BRI
Bank BRI UNIT Anjir Pasar,-3.2049147,114.5502268,Bank,Bank BRI
Bank BRI UNIT Astambul,-3.3292573,114.955536,Bank,Bank BRI
Bank BRI UNIT Bakumpai,-2.9836234,114.7711223,Bank,Bank BRI
Bank BRI UNIT Barabai Kota,-2.5866647,115.3839989,Bank,Bank BRI
Bank BRI UNIT Belitung,-3.3059859,114.579529,Bank,Bank BRI
Bank BRI UNIT Gambut,-3.409081,114.671851,Bank,Bank BRI
Bank BRI UNIT Guntung Payung Ahmad Yani,-3.4478394,114.8041336,Bank Tabungan,Bank BRI
Bank BRI UNIT Indra Sari,-3.4350783,114.8637547,Bank,Bank BRI
Bank BRI UNIT Jorong,-3.9751322,114.9253159,Bank,Bank BRI
Bank BRI UNIT Karang Bintang,-3.26764,115.83086,Bank,Bank BRI
Bank BRI UNIT Kintap,-3.85099,115.22388,Bank,Bank BRI
Bank BRI UNIT Margasari,-2.92649,114.92786,Bank,Bank BRI
Bank BRI UNIT Negara,-2.6324306,115.1094507,Bank,Bank BRI
Bank BRI UNIT PERDAGANGAN,-3.2894949,114.5937624,Bank,Bank BRI
Bank BRI UNIT Pangeran Antasari,-2.78532,115.26433,Bank,Bank BRI
Bank BRI UNIT Pantai Hambawang,-2.647358,115.3311247,Bank,Bank BRI
Bank BRI UNIT Paringin,-2.29798,115.47847,Bank,Bank BRI
Bank BRI UNIT Pasar Baru Banjarmasin,-3.3257508,114.5925805,Bank,Bank BRI
Bank BRI UNIT Pasar Kandangan,-2.7892983,115.2674383,Bank,Bank BRI
Bank BRI UNIT Pasar Kemakmuran,-3.2379,116.22645,Bank,Bank BRI
Bank BRI UNIT Pleihari Kota,-3.6084986,114.7018361,Bank,Bank BRI
Bank BRI UNIT Pulau Pinang,-3.12155,115.07798,Bank,Bank BRI
Bank BRI UNIT Rantau Barat,-2.9391469,115.1496054,Bank,Bank BRI
Bank BRI UNIT Rantau Timur,-2.93159,115.15451,Bank,Bank BRI
Bank BRI UNIT S. Parman,-3.315955,114.5899924,Bank,Bank BRI
Bank BRI UNIT Sungai Danau,-3.7775314,115.4009837,Bank,Bank BRI
Bank BRI UNIT Sungai Gampa,-3.072293,114.7104747,Bank,Bank BRI
Bank BRI UNIT Sungai Raya Kandangan,-2.8037779,115.259692,Bank,Bank BRI
Bank BRI UNIT Teluk Tiram,-3.327163,114.5849009,Bank,Bank BRI
Bank BRI UNIT Wanaraya,-3.060961,114.619707,Bank,Bank BRI
Bank BRI Unit Antasari,-3.3283827,114.6009141,Bank,Bank BRI
Bank BRI Unit Banjar Selatan,-3.3297755,114.5942225,Bank,Bank BRI
Bank BRI Unit Banjarbaru,-3.442695,114.834968,Bank,Bank BRI
Bank BRI Unit Basarang,-3.0203607,114.3914646,Bank,Bank BRI
Bank BRI Unit Bati Bati,-3.5999905,114.7029071,Bank,Bank BRI
Bank BRI Unit Danau Panggang,-2.463419,115.1047891,Bank,Bank BRI
Bank BRI Unit Ilung,-2.5194236,115.4089955,Bank,Bank BRI
Bank BRI Unit Kasarangan,-2.617736,115.289897,Bank,Bank BRI
Bank BRI Unit Kelua,-2.2812612,115.2962857,Bank,Bank BRI
Bank BRI Unit Keraton,-3.4217102,114.8473538,Bank,Bank BRI
Bank BRI Unit Kuripan,-3.320011,114.60359,Bank,Bank BRI
Bank BRI Unit Liang Anggang,-3.4434857,114.6975662,Bank,Bank BRI
Bank BRI Unit Pakapuran,-2.405038,115.2604287,Bank,Bank BRI
Bank BRI Unit Suryagandamana,-3.9754217,116.0618151,Bank Tabungan,Bank BRI
Bank BRI Unit Takisung,-3.8834421,114.6524872,Bank Tabungan,Bank BRI
Bank BRI Unit Tamban,-3.3310027,114.4775008,Bank,Bank BRI
Bank Bri,-2.9992273,115.12895,Bank,Bank BRI
Bank Bri,-3.3438756,114.6295811,Bank,Bank BRI
Bank Bri,-3.1501907,114.5028387,Bank,Bank BRI
Bank Bri,-3.4086161,116.0038739,Bank,Bank BRI
Bank Bri pasar lama,-3.311776,114.591575,Bank,Bank BRI
Bank Rakyat Indonesia,-3.329732,114.5941794,Bank,Bank BRI
Bank Rakyat Indonesia,-3.4428136,114.8393504,Bank,Bank BRI
Bank Rakyat Indonesia,-3.0177383,114.3862539,Bank,Bank BRI
Bank Rakyat Indonesia,-3.4060614,114.8469128,Bank,Bank BRI
Bank Rakyat Indonesia. PT,-2.9787457,114.7674221,Bank,Bank BRI
Bank Rakyat Indonesia. PT,-3.2515086,116.2145381,Bank,Bank BRI
Bank TERAS BRI,-3.6817939,115.681656,Bank,Bank BRI
Bri Kcp Sungai Danau,-3.7798248,115.3953473,Bank,Bank BRI
Kantor Bank BRI unit BIRAYANG,-2.5485856,115.447142,Bank Tabungan,Bank BRI
Kantor Cabang BRI Banjarmasin Samudera,-3.3251537,114.592188,Bank,Bank BRI
PT. Bank Rakyat Indonesia,-2.3349766,115.4615417,Bank,Bank BRI
PT.BANK RAKYAT INDONESIA (PERSERO) TBK UNIT SUNGAI CUKA,-3.840089,115.3328033,Bank,Bank BRI
ATM Bank BTN,-3.3275965,114.6086758,ATM,Bank BTN
ATM Bank BTN,-3.3230019,114.601234,ATM,Bank BTN
ATM Bank BTN,-3.3277829,114.6048599,ATM,Bank BTN
ATM Bank BTN,-3.4436049,114.8176665,ATM,Bank BTN
ATM Bank BTN,-3.3401503,114.6283923,ATM,Bank BTN
ATM Bank Tabungan Negara (Persero) Tbk,-3.328149,114.5879579,ATM,Bank BTN
ATM Bank Tabungan Negara (Persero) Tbk,-3.30203,114.58918,ATM,Bank BTN
BANK BTN,-3.27301,114.5998055,Bank,Bank BTN
BANK BTN,-3.3694337,114.6410433,Bank,Bank BTN
BANK BTN,-3.2906768,114.5892641,Bank,Bank BTN
BSN KC Banjarmasin,-3.341699,114.620691,Bank,Bank BTN
BSN KCP Banjarbaru,-3.4427989,114.834461,Bank,Bank BTN
BTN KC Banjarbaru,-3.4435977,114.8176814,Bank,Bank BTN
BTN KC Banjarmasin,-3.3280871,114.5879264,Bank,Bank BTN
BTN KCP Barabai,-2.5898183,115.3735021,Bank,Bank BTN
BTN KK Layanan Pos Online Banjarmasin,-3.3248856,114.5912637,Bank,Bank BTN
BTN Landasan Ulin,-3.441246,114.7400912,Kantor Perusahaan,Bank BTN
BTPN KCP Barabai,-2.5839571,115.3834713,Bank,Bank BTN
BTPN KCP Kandangan,-2.7847149,115.2676824,Bank,Bank BTN
BTPN KCP Kotabaru,-3.2378696,116.2266147,Bank,Bank BTN
BTPN KCP Pelaihari,-3.799686,114.746696,Bank,Bank BTN
Bank & ATM BTN cab. Martapura,-3.435953,114.848777,ATM,Bank BTN
Bank BTN,-2.583015,116.377995,Bank,Bank BTN
Bank BTN,-3.3185415,114.6508458,Bank,Bank BTN
Bank BTN,-3.3229829,114.599134,"
btn.co.id",Bank BTN
Bank BTN - Kota Pelaihari,-3.8009234,114.7758466,Bank,Bank BTN
Bank BTN ATM,-3.4412602,114.7400281,ATM,Bank BTN
Bank BTN KCP Kapuas,-3.0170535,114.3855397,Bank,Bank BTN
Bank BTN KCP Tanjung,-2.171762,115.4051988,Bank,Bank BTN
Bank BTN Kantor Kas Sultan Adam,-3.2940052,114.6009757,Bank,Bank BTN
Bank BTPN Banjarbaru,-3.436958,114.848045,Bank,Bank BTN
Bank Btn Atm,-3.4318851,114.861035,Tambahkan nomor telepon tempat ini,Bank BTN
Bank Tabungan Negara (BTN),-3.4269101,116.0041341,Bank,Bank BTN
Bank Tabungan Negara (Persero) Tbk. PT,-3.3267734,114.5912217,Bank,Bank BTN
Bank Tabungan Pensiunan Nasional. PT,-2.4377231,115.2442638,Bank,Bank BTN
Bank Tabungan Pensiunan Nasional. PT Tbk,-2.9371794,115.1444706,Bank,Bank BTN
Btn Bank,-3.4411597,114.7399131,Bank,Bank BTN
Komplek BTN Kota Raja,-2.4327701,115.2407155,Kompleks Apartemen,Bank BTN
ATM Bank Kalsel Kantor Cabang Utama Terminal II,-3.3257675,114.5901355,ATM,Bank Kalsel
ATM Bank Pembangunan Daerah Kalimantan Selatan (Bank Kalsel),-3.3220966,114.6056002,ATM,Bank Kalsel
BPD Kalsel Martapura,-3.4111502,114.844468,Bank,Bank Kalsel
Bank Kalsel,-3.4578565,114.8476812,Bank,Bank Kalsel
Bank Kalsel,-3.3466571,114.6233489,Bank,Bank Kalsel
Bank Kalsel,-3.3202979,114.5851537,Bank Darah,Bank Kalsel
Bank Kalsel,-3.1204701,115.079422,Bank,Bank Kalsel
Bank Kalsel,-3.3082502,114.5979005,Bank,Bank Kalsel
Bank Kalsel,-2.5684947,115.3509144,Bank,Bank Kalsel
Bank Kalsel,-2.5897852,115.387179,Bank,Bank Kalsel
Bank Kalsel,-2.2745653,115.5688632,Bank,Bank Kalsel
Bank Kalsel - Divisi Komersial dan Korporat,-3.3136349,114.5898346,Bank,Bank Kalsel
Bank Kalsel Cab. Rantau,-2.9328693,115.1510907,Bank,Bank Kalsel
Bank Kalsel Cabang Ahmad Yani,-3.3271703,114.607945,Bank,Bank Kalsel
Bank Kalsel Cabang Amuntai,-2.4218544,115.2534411,Bank,Bank Kalsel
Bank Kalsel Cabang Banjarbaru,-3.4426197,114.826413,Bank,Bank Kalsel
Bank Kalsel Cabang Kandangan,-2.7840259,115.2642471,Bank,Bank Kalsel
Bank Kalsel Cabang Kotabaru,-3.2374691,116.2280418,Bank,Bank Kalsel
Bank Kalsel Cabang Marabahan,-2.9793071,114.7659759,Bank Tabungan,Bank Kalsel
Bank Kalsel Cabang Martapura,-3.4100945,114.8489063,Bank,Bank Kalsel
Bank Kalsel Cabang Paringin,-2.3343751,115.4613767,Bank,Bank Kalsel
Bank Kalsel Cabang Pelaihari,-3.8026327,114.7679404,Bank,Bank Kalsel
Bank Kalsel Capem Kantor Gubernur Banjarbaru,-3.4863815,114.8260008,Bank,Bank Kalsel
Bank Kalsel Capem Satui,-3.7799258,115.3960652,Bank,Bank Kalsel
Bank Kalsel KCP Gunung Tinggi,-3.483398,115.9465723,Bank,Bank Kalsel
Bank Kalsel KCP Nagara,-2.6307412,115.1060384,Bank,Bank Kalsel
Bank Kalsel KCP Pemkab Tala,-3.7992171,114.782351,Bank,Bank Kalsel
Bank Kalsel KCPS kedai Gatot Subroto,-3.3312978,114.614223,Bank,Bank Kalsel
Bank Kalsel KK Kantor Gubernur Kalsel,-3.3138353,114.5914994,Bank,Bank Kalsel
Bank Kalsel Kantor Kas Pemkab Balangan,-2.3644281,115.4711225,Bank,Bank Kalsel
Bank Kalsel Kantor Kas Pemko,-3.3277971,114.5891123,Bank,Bank Kalsel
Bank Kalsel Kantor Kas RSUD Ratu Zalecha,-3.4190288,114.8457319,Bank,Bank Kalsel
Bank Kalsel Kedai Syariah Amuntai,-2.4195645,115.2565166,Bank,Bank Kalsel
Bank Kalsel Kedai Syariah Martapura,-3.4207862,114.8501925,Bank,Bank Kalsel
Bank Kalsel Kedai Syariah Paringin,-2.340553,115.4598202,Bank,Bank Kalsel
Bank Kalsel Kedai Syariah Pelaihari,-3.7994816,114.7703201,Bank,Bank Kalsel
Bank Kalsel Limbur Raya,-3.2393838,116.2256819,Bank,Bank Kalsel
Bank Kalsel Lontar,-3.9773459,116.063267,Bank,Bank Kalsel
Bank Kalsel Pasar Ulin Raya,-3.4422311,114.7392341,Bank,Bank Kalsel
Bank Kalsel SYARIAH,-3.3174556,114.5919388,Bank,Bank Kalsel
Bank Kalsel Syari'ah Kandangan,-2.7864286,115.2673195,Bank,Bank Kalsel
Bank Kalsel Syariah,-3.3087233,114.5886764,Bank,Bank Kalsel
Bank Kalsel Syariah,-3.4391056,114.8483883,Bank,Bank Kalsel
Bank Kalsel Syariah,-3.2891783,114.5944974,Bank,Bank Kalsel
Bank Kalsel Syariah,-3.4460066,114.8337325,Bank,Bank Kalsel
Bank Kalsel Syariah,-3.2832472,114.5892182,Bank,Bank Kalsel
Bank Kalsel Syariah Batulicin,-3.4357472,116.0015411,Bank,Bank Kalsel
Bank Kalsel Syariah Cabang Banjarmasin,-3.3005518,114.5896709,Bank,Bank Kalsel
Bank Kalsel Unit Alabio,-2.4679848,115.2138665,Bank Tabungan,Bank Kalsel
Bank Kalsel Unit Angsana,-3.7134175,115.6047356,Bank,Bank Kalsel
Bank Kalsel Unit Anjir Pasar,-3.1500012,114.5030633,Bank,Bank Kalsel
Bank Kalsel Unit Banjarmasin Timur,-3.3199438,114.6084435,Bank,Bank Kalsel
Bank Kalsel Unit Bati - Bati,-3.6043067,114.7027166,Bank,Bank Kalsel
Bank Kalsel Unit Binuang,-3.1589618,115.0882116,Bank,Bank Kalsel
Bank Kalsel Unit Birayang,-2.5483131,115.4479596,Bank,Bank Kalsel
Bank Kalsel Unit Handil Bhakti,-3.2640813,114.6045715,Bank,Bank Kalsel
Bank Kalsel Unit Kelua,-2.2826792,115.2957146,Bank,Bank Kalsel
Bank Kalsel Unit Margasari,-2.8816048,114.9364843,Bank,Bank Kalsel
Bank Kalsel Unit Mataraman,-3.3296257,114.9547677,Bank,Bank Kalsel
Bank Kalsel Unit Murakata,-2.5855571,115.3835477,Bank,Bank Kalsel
Bank Kalsel Unit SEKUMPUL,-3.4342326,114.8633542,Bank,Bank Kalsel
Bank Kalsel Unit Sengayam,-2.3450924,116.0117293,Bank,Bank Kalsel
Bank Kalsel Unit Sentra Antasari,-3.3284295,114.6021766,Bank,Bank Kalsel
Bank Kalsel Unit Serongga,-3.1914395,115.9851306,Bank,Bank Kalsel
Bank Kalsel cabang Batulicin,-3.4326473,116.0019271,Bank,Bank Kalsel
Bank Pembangunan Daerah Kalimantan Selatan (Bank Kalsel),-3.3198311,114.6086478,Bank,Bank Kalsel
Kantor BPD Unit Pagatan /ATM Bank Kalsel,-3.6049549,115.931755,ATM,Bank Kalsel
Kantor Kas Bank Pembangunan Daerah Kalimantan Selatan,-3.3162958,114.5912999,Bank,Bank Kalsel
Kantor Kas Bank Pembangunan Daerah Kalimantan Selatan (Bank Kalsel),-3.3373943,114.6313517,Bank,Bank Kalsel
Kantor Kas Bank Pembangunan Daerah Kalimantan Selatan (Bank Kalsel),-3.2781286,114.5876897,Bank,Bank Kalsel
Kantor Pusat Bank Kalsel,-3.3256632,114.5900822,Bank,Bank Kalsel
bank kalsel,-3.3243981,114.6016673,Bank,Bank Kalsel
bank kalsel asam-asam,-3.9003482,115.091715,Bank,Bank Kalsel
bank kalsel unit Gambut,-3.4032341,114.6677888,Bank,Bank Kalsel
BANK Mandiri KK. Banjarmasin Soetoyo S.,-3.3221786,114.575177,Bank,Bank Mandiri
Bank Mandiri Balangan,-2.3404584,115.4595154,Bank,Bank Mandiri
Bank Mandiri Banjarbaru,-3.4424843,114.8224559,Bank,Bank Mandiri
Bank Mandiri Banjarmasin A.Yani,-3.3256071,114.6042815,Bank,Bank Mandiri
Bank Mandiri Banjarmasin Balangan,-2.2833734,115.5088914,Bank,Bank Mandiri
Bank Mandiri Banjarmasin Gatot Subroto,-3.3264733,114.6174848,Bank,Bank Mandiri
Bank Mandiri Banjarmasin Gatot Subroto Kuripan,-3.3247507,114.6174186,Bank,Bank Mandiri
Bank Mandiri Banjarmasin Kayutangi,-3.2918826,114.5893332,Bank,Bank Mandiri
Bank Mandiri Banjarmasin Lambung Mangkurat,-3.3217938,114.5925314,Bank,Bank Mandiri
Bank Mandiri Banjarmasin Landasan Ulin,-3.4705981,114.7202287,Bank,Bank Mandiri
Bank Mandiri Banjarmasin Mitra Plaza,-3.3273575,114.5970456,Bank,Bank Mandiri
Bank Mandiri Banjarmasin Pangeran Samudera,-3.3262856,114.5906178,Bank,Bank Mandiri
Bank Mandiri Barabai,-2.5826752,115.3850648,Bank,Bank Mandiri
Bank Mandiri Batulicin,-3.4339637,116.0013328,Bank,Bank Mandiri
Bank Mandiri Binuang,-3.1630088,115.0880646,Bank,Bank Mandiri
Bank Mandiri Cabang Rantau,-2.9306042,115.1590611,Bank,Bank Mandiri
Bank Mandiri Danau Salak,-3.3292278,114.9555825,Bank,Bank Mandiri
Bank Mandiri KCP. Angsana,-3.7124067,115.6001166,Bank,Bank Mandiri
Bank Mandiri Kertak Hanyar,-3.3664209,114.639455,Bank,Bank Mandiri
Bank Mandiri Kotabaru,-3.2538853,116.2123064,Bank,Bank Mandiri
Bank Mandiri Marabahan,-2.9868215,114.7733426,Bank,Bank Mandiri
Bank Mandiri Martapura,-3.4320982,114.8484865,Bank,Bank Mandiri
Bank Mandiri Mitra Usaha Landasan Ulin,-3.4409648,114.742505,Bank,Bank Mandiri
Bank Mandiri RRCR Region IX / Kalimantan,-3.320414,114.5896588,Bank,Bank Mandiri
Bank Mandiri Serongga,-3.1891093,115.9822652,Bank,Bank Mandiri
Bank Mandiri Sungai Danau,-3.76011,115.4141193,Bank,Bank Mandiri
Bank Mandiri. PT,-2.580056,115.379699,Bank,Bank Mandiri
Bank Syariah Indonesia KC Banjarmasin Lambung Mangkurat,-3.3218718,114.5915044,Bank,Bank Mandiri
Mandiri KCP Banjarmasin A. Yani,-3.324734,114.592997,Bank,Bank Mandiri
Mandiri Unit Pelaihari,-3.8053789,114.7873397,Bank,Bank Mandiri
ATM BSI (Bank Syariah Indonesia) Rantau,-2.9322552,115.1530785,ATM,Bank Syariah Indonesia
ATM Bank Syariah Indonesia,-3.4427149,114.8340913,ATM,Bank Syariah Indonesia
ATM Bank Syariah Indonesia,-3.8027153,114.7727319,ATM,Bank Syariah Indonesia
ATM Bank Syariah Mandiri. PT,-3.328122,114.600574,ATM,Bank Syariah Indonesia
BANK SYARIAH INDONESIA,-2.4263405,115.248526,Bank,Bank Syariah Indonesia
BRI syariah,-3.3369961,114.6166629,ATM,Bank Syariah Indonesia
BSI Sungai Danau,-3.777071,115.4004443,Bank,Bank Syariah Indonesia
BSI Tapin,-2.9323389,115.1530668,Layanan perbankan bisnis,Bank Syariah Indonesia
Bank BSI Kandangan,-2.7971313,115.2616098,Bank,Bank Syariah Indonesia
Bank Mega Syariah,-3.3249428,114.6045088,Bank Tabungan,Bank Syariah Indonesia
Bank Syariah Indonesia,-3.3358327,114.6166859,Bank,Bank Syariah Indonesia
Bank Syariah Indonesia,-3.8026975,114.7727423,Bank,Bank Syariah Indonesia
Bank Syariah Indonesia,-3.1610295,115.0886474,Bank,Bank Syariah Indonesia
Bank Syariah Indonesia,-3.3071842,114.596134,Bank,Bank Syariah Indonesia
Bank Syariah Indonesia KC Banjarbaru,-3.4593218,114.8002246,Layanan perbankan bisnis,Bank Syariah Indonesia
Bank Syariah Indonesia KCP Banjar Kertak Hanyar,-3.3581223,114.6331856,Bank sektor publik,Bank Syariah Indonesia
Bank Syariah Indonesia KCP Barabai,-2.5899065,115.3734079,Bank,Bank Syariah Indonesia
Bank Syariah Indonesia KCP Batulicin Jhonlin,-3.4087444,116.0032599,Bank,Bank Syariah Indonesia
Bank Syariah Indonesia KCP Kapuas,-3.0189562,114.3889766,Bank,Bank Syariah Indonesia
Bank Syariah Indonesia KCP Sentra Antasari,-3.3276422,114.5990666,Bank,Bank Syariah Indonesia
Bank Syariah Indonesia Kotabaru,-3.255483,116.210811,Bank,Bank Syariah Indonesia
Bank Syariah Mandiri KC Tanjung,-2.1722837,115.3942346,Bank,Bank Syariah Indonesia
CIMB Niaga & CIMB Niaga Syariah Banjarmasin - Pangeran Samudera,-3.3237927,114.5902049,Bank,Bank Syariah Indonesia
Gadai Emas Bank Syariah Mandiri KFO Pos,-3.3248708,114.5912312,Bank,Bank Syariah Indonesia
Koperasi Konsumen Syariah Arrahmah,-3.3545799,114.6179872,Koperasi,Bank Syariah Indonesia
Mandiri Syariah,-3.3452242,114.6225861,Lembaga Keuangan,Bank Syariah Indonesia
PT BANK SYARIAH INDONESIA KC MARTAPURA,-3.4319825,114.8484858,Bank,Bank Syariah Indonesia
PT. BPR Syariah Barkah Gemadana,-3.3527529,114.6283433,Bank,Bank Syariah Indonesia
Pt Bank Pembiayaan Rakyat Syariah Barkah Gemadana,-3.2943764,114.6010088,Bank,Bank Syariah Indonesia
bank kalsel Syariah,-2.4222262,115.2631261,Bank,Bank Syariah Indonesia
INDOMARET ALUN-ALUN MARTAPURA,-3.4105593,114.8498005,Minimarket,Indomaret
INDOMARET SUNGAI RAYA,-2.8130867,115.2570946,Minimarket,Indomaret
INDOMARET TATAH PEMANGKIH,-3.3697665,114.6010367,Toko Swalayan,Indomaret
Indomaret,-3.079869,115.0994984,Minimarket,Indomaret
Indomaret - A. Yani Km 23,-3.4416878,114.7346333,Minimarket,Indomaret
Indomaret - A. Yani Km 30,-3.4492235,114.7970585,Minimarket,Indomaret
Indomaret - A. Yani Km. 21,-3.4442788,114.7106301,Minimarket,Indomaret
Indomaret - A. Yani Km. 22,-3.4429235,114.7206076,Minimarket,Indomaret
Indomaret - A. Yani Km. 29,-3.4485601,114.7858419,Minimarket,Indomaret
Indomaret - A. Yani Km. 42,-3.401241,114.8512851,Minimarket,Indomaret
Indomaret - Bundaran Banjarbaru,-3.4437261,114.8480215,Minimarket,Indomaret
Indomaret - IDM RO Ulin,-3.4473537,114.8171187,Minimarket,Indomaret
Indomaret - Jalan Karang Anyar 1,-3.434632,114.8161627,Minimarket,Indomaret
Indomaret - Mistar Cokrokusumo 4,-3.4486216,114.8472372,Minimarket,Indomaret
Indomaret - Trikora 14-15,-3.4616549,114.8180628,Minimarket,Indomaret
Indomaret - Trikora 4,-3.457396,114.7640154,Minimarket,Indomaret
Indomaret - Trikora Guntung Manggis,-3.460937,114.7947409,Minimarket,Indomaret
Indomaret A Yani 25A Balangan,-2.3329229,115.4619966,Toko bahan makanan,Indomaret
Indomaret A Yani Gambah Luar,-2.7571733,115.2774289,Minimarket,Indomaret
Indomaret A Yani KM 13.8,-3.4034661,114.6671393,Minimarket,Indomaret
Indomaret A Yani KM 15,-3.4136504,114.6748289,Minimarket,Indomaret
