name,latitude,longitude,category,search_query
Indomaret A. Yani Batupiring No 2,-2.3402734,115.4594385,Minimarket,Indomaret
Indomaret A. Yani KM 135,-3.8642205,115.2074498,Toko bahan makanan,Indomaret
Indomaret A. Yani KM 41,-3.4064638,114.8472453,Toko bahan makanan,Indomaret
Indomaret A. Yani KM 80,-3.8978619,114.8074488,Minimarket,Indomaret
Indomaret A. Yani KM 81,-3.9056807,114.8063345,Toko Swalayan,Indomaret
Indomaret A.Yani KM 121,-3.902487,115.0876749,Toko bahan makanan,Indomaret
Indomaret A.Yani Km 4 (TA4W),-3.3385009,114.6184496,Minimarket,Indomaret
Indomaret Al Falah,-2.787909,115.2797572,Minimarket,Indomaret
Indomaret Angkasa,-3.4375173,114.7483568,Minimarket,Indomaret
Indomaret Angsau,-3.7994104,114.7703826,Toko bahan makanan,Indomaret
Indomaret Anjir Muara Kota,-3.1998535,114.5461325,Toko bahan makanan,Indomaret
Indomaret Anjir Pasar,-3.1504112,114.5030396,Toko bahan makanan,Indomaret
Indomaret Banjar Indah (T5CK),-3.3464465,114.6219321,Minimarket,Indomaret
Indomaret Batulicin Raya,-3.4519918,116.0017726,Toko,Indomaret
Indomaret Belitung Laut (T8AX),-3.3094731,114.5860089,Minimarket,Indomaret
Indomaret Cakine Sungai Gampa,-3.0724356,114.7105663,Toko Swalayan,Indomaret
Indomaret Cempaka Besar,-3.3230467,114.5852831,Toko bahan makanan,Indomaret
Indomaret Cempaka Raya 2 (TC3S),-3.3276781,114.5761015,Toko bahan makanan,Indomaret
Indomaret Cendrawasih (TMY1),-3.3109587,114.5782105,Toko bahan makanan,Indomaret
Indomaret Cindai Alus Menteri IV,-3.4189603,114.8469281,Minimarket,Indomaret
Indomaret Dahlia,-3.3256374,114.5815003,Toko bahan makanan,Indomaret
Indomaret Darussalam,-2.9335284,115.144783,Toko bahan makanan,Indomaret
Indomaret Fresh,-3.2831985,114.5892201,Toko bahan makanan,Indomaret
Indomaret Fresh & Drive Thru KM 19,-3.4442378,114.6993943,Minimarket,Indomaret
Indomaret Fresh - Trikora 2,-3.4617017,114.8112806,Minimarket,Indomaret
Indomaret Fresh A. Yani KM 33.9,-3.442696,114.826263,Minimarket,Indomaret
Indomaret Fresh Hasan Basri 99 (TFT8),-3.299695,114.589363,Minimarket,Indomaret
Indomaret Fresh Pekapuran Raya,-3.3358188,114.6079648,Minimarket,Indomaret
Indomaret Fresh Sutoyo,-3.3207013,114.5809298,Minimarket,Indomaret
Indomaret Gatot Subroto,-3.3286037,114.6166872,Minimarket,Indomaret
Indomaret Gerilya No 29 (FW7M),-3.3606074,114.598223,Minimarket,Indomaret
Indomaret Hasan Basri 110,-2.9249088,115.1707932,Toko bahan makanan,Indomaret
Indomaret Hasan Basri Rantau,-2.9302267,115.1588513,Kedai Kopi,Indomaret
Indomaret Hidayatulloh Kotabaru,-3.243167,116.2272345,Toko bahan makanan,Indomaret
Indomaret Jalan A Yani KM. 24.7,-3.4419995,114.7447206,Minimarket,Indomaret
Indomaret Jalan A.YANI KM 8.1,-3.3626208,114.6367149,Minimarket,Indomaret
Indomaret Jalan S. Parman 223,-3.3059022,114.5880785,Minimarket,Indomaret
Indomaret Jendral Sudirman Karasikan,-2.8132088,115.2573029,Minimarket,Indomaret
Indomaret KH. Mansur,-3.7906683,114.7768191,Hipermarket,Indomaret
Indomaret KM 1 Kandangan,-2.7822523,115.2625479,Pusat Perbelanjaan,Indomaret
Indomaret Kamboja,-3.3207367,114.5878244,Toko bahan makanan,Indomaret
Indomaret Kelayan,-3.3330619,114.5964216,Minimarket,Indomaret
Indomaret Kertak Baru,-3.3976572,114.8414645,Minimarket,Indomaret
Indomaret Km 150,-3.8385191,115.3350416,Toko bahan makanan,Indomaret
Indomaret Km 76 Batu Balian,-3.2246858,115.0540535,Minimarket,Indomaret
"Indomaret Km.14,8",-3.4102414,114.672893,Minimarket,Indomaret
Indomaret Ks Tubun 52,-3.3301291,114.5906512,Toko bahan makanan,Indomaret
"Indomaret Martapura Lama KM 8,5 (TANM)",-3.3186652,114.652684,Minimarket,Indomaret
Indomaret Mistar Cempaka,-3.476117,114.8520281,Toko bahan makanan,Indomaret
Indomaret Negara KM 1,-2.7634419,115.2651801,Minimarket,Indomaret
Indomaret Padat Karya,-3.2940402,114.6102843,Minimarket,Indomaret
Indomaret Pangeran,-3.2831619,114.5892236,Minimarket,Indomaret
Indomaret Point ULM,-3.298147,114.5882298,Minimarket,Indomaret
Indomaret Provinsi KM 165,-3.7810462,115.3939036,Minimarket,Indomaret
Indomaret Provinsi KM 195,-3.7149403,115.6099459,Toko bahan makanan,Indomaret
Indomaret Provinsi Km 168,-3.7734524,115.4114626,Minimarket,Indomaret
Indomaret Raya Bati-Bati,-3.5991063,114.7030696,Minimarket,Indomaret
Indomaret Raya Batulicin,-3.431461,116.0017639,Toko bahan makanan,Indomaret
Indomaret Raya Batulicin 3,-3.4806683,115.9990687,Minimarket,Indomaret
Indomaret Raya Takisung,-3.8105662,114.7550586,Minimarket,Indomaret
Indomaret Sekumpul,-3.4241637,114.8516224,Toko bahan makanan,Indomaret
Indomaret Sekumpul Raya,-3.4368533,114.8630864,Minimarket,Indomaret
Indomaret Sengayam Jenderal Sudirman (TN4L),-2.3202533,116.016182,Minimarket,Indomaret
Indomaret Stagen km5,-3.2631665,116.2008936,Toko bahan makanan,Indomaret
Indomaret Sukamara,-3.4285569,114.7276906,Toko bahan makanan,Indomaret
Indomaret Sungai Andai,-3.2972092,114.606083,Toko Swalayan,Indomaret
Indomaret Tanjung Rema Darat,-3.4215785,114.8546561,Minimarket,Indomaret
Indomaret Trans KM 200 Jorong,-3.9729265,114.9736584,Toko bahan makanan,Indomaret
Indomaret Trans Kalimantan KM 8,-3.2550579,114.609088,Minimarket,Indomaret
Indomaret Trans Kalimantan KM14,-3.1277449,114.4836506,Toko Swalayan,Indomaret
Indomaret Victoria,-3.32787,114.5897052,Minimarket,Indomaret
Indomaret fresh paringin kalsel,-2.3361693,115.459805,Kedai Kopi,Indomaret
Indomaret | Angsana,-3.7068217,115.5737874,Minimarket,Indomaret
Indomaret | Kupang,-2.9414248,115.1482871,Minimarket,Indomaret
indomaret trans kalimantan,-2.9795841,114.4051385,Toko Swalayan,Indomaret
AZKO Q Mall Banjarbaru,-3.439744,114.8496083,Toko Perlengkapan Rumah,MR DIY
D.I.Y Store,-2.7851831,115.2675466,Toko Pakaian,MR DIY
Leharessahome X Miniso X Samono Batulicin,-3.4159559,115.9946414,Toko Perlengkapan Rumah,MR DIY
MR D.I.Y. - Q Mall,-3.4391311,114.8502079,Toko Perlengkapan Rumah,MR DIY
MR UKAIL,-3.3990137,114.6776665,Kantor Perusahaan,MR DIY
MR. DIY,-3.4571564,114.7642015,Toko Perlengkapan Rumah,MR DIY
MR. DIY Angsau Pelaihari,-3.7952972,114.7739893,Toko Perlengkapan Rumah,MR DIY
MR. DIY Citimall Kuala Kapuas,-2.9867182,114.3990401,Toko Perlengkapan Rumah,MR DIY
MR. DIY Satui Sungai Danau,-3.7777346,115.4025635,Toko Perlengkapan Rumah,MR DIY
MR. DIY Simpang Empat Plajau Batulicin,-3.4161124,115.9919672,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-3.5543808,114.7350084,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-2.796943,115.261663,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-3.4613708,114.8156348,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-3.247237,116.219012,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-3.3234748,114.6870239,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-3.3501673,114.5998871,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-3.4346739,114.8171272,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-3.3096019,114.6129108,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-3.3191944,114.587973,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-2.59036,115.3729927,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-3.2928431,114.5893858,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-3.3229904,114.6034983,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-3.649913,115.7488722,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-2.343177,115.462513,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-3.4525476,116.0016345,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-3.0170711,114.3853911,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-3.4077955,114.671011,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-3.1950507,115.9897381,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-3.605001,115.924552,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-2.1644764,115.3775249,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-1.721998,114.840697,Toko Perlengkapan Rumah,MR DIY
MR.DIY,-1.8049281,115.1588311,Toko Perlengkapan Rumah,MR DIY
MR.DIY - A. Yani,-3.445038,114.812157,Toko Perlengkapan Rumah,MR DIY
MR.DIY Indrasari,-3.4332822,114.86751,Toko Perlengkapan Rumah,MR DIY
MR.DIY KERTAK HANYAR,-3.3521167,114.6288143,Toko,MR DIY
MR.DIY MARTAPURA,-3.4180075,114.8499387,Toko Perlengkapan Rumah,MR DIY
MR.DIY Marabahan,-2.9836618,114.7714754,Toko Perlengkapan Rumah,MR DIY
Mr. D.I.Y Amuntai,-2.4245164,115.2512497,Toko Perlengkapan Rumah,MR DIY
Mr.Bean Fashion & Sport,-2.7941774,115.2624586,Toko,MR DIY
Susana,-3.3523161,114.6286472,Bengkel Mobil,MR DIY
Agen Pegadaian Sungai Rangas,-3.322295,114.7774018,Agen Pinjaman,Pegadaian
Gadai BPKB Motor,-3.3093167,114.6123348,Kantor Perusahaan,Pegadaian
Gadai BPKB motor/mobil,-3.3324861,114.5963023,Kantor Perusahaan,Pegadaian
Gadai Elektronik,-3.3226037,114.5733546,Toko Elektronik,Pegadaian
Kantor Pegadaian,-3.4429691,114.7488626,Kantor Perusahaan,Pegadaian
PEGADAIAN KAYUTANGI,-3.28954,114.5902321,Toko Gadai,Pegadaian
PEGADAIAN Kertak Hanyar,-3.3555523,114.6304868,Kantor Perusahaan,Pegadaian
PT Pegadaian Unit Pleihari,-3.8028038,114.7718238,Kantor Perusahaan,Pegadaian
PT. GADAI MEGA SENTOSA,-3.4491588,114.7953541,Lembaga Keuangan,Pegadaian
Pegadaian,-3.3221648,114.5742497,Toko Gadai,Pegadaian
Pegadaian,-3.4425146,114.8220339,Toko Gadai,Pegadaian
Pegadaian,-3.300645,114.572944,Agen Pinjaman,Pegadaian
Pegadaian,-3.3231832,114.5885579,Lembaga Keuangan,Pegadaian
Pegadaian,-3.3219532,114.5973358,Toko Gadai,Pegadaian
Pegadaian,-3.3310131,114.5895552,Toko Gadai,Pegadaian
Pegadaian,-3.413998,114.849917,Toko Gadai,Pegadaian
Pegadaian,-3.431596,114.8490399,Toko Gadai,Pegadaian
Pegadaian,-3.35471,114.62898,Layanan Investasi,Pegadaian
Pegadaian,-3.345408,114.629827,Toko Gadai,Pegadaian
Pegadaian,-3.4085698,114.6709916,Tambahkan nomor telepon tempat ini,Pegadaian
Pegadaian,-3.319613,114.6258701,Toko Gadai,Pegadaian
Pegadaian Amuntai,-2.4251999,115.2496558,Tambahkan nomor telepon tempat ini,Pegadaian
Pegadaian Banjarmasin,-3.3268814,114.5971785,Toko Gadai,Pegadaian
Pegadaian Batulicin,-3.4209652,116.0019201,Bank,Pegadaian
Pegadaian Cabang Veteran,-3.3199599,114.6069034,Kantor Perusahaan,Pegadaian
Pegadaian Cempaka Raya,-3.3305271,114.5671029,Agen Pinjaman,Pegadaian
Pegadaian Griya Permata,-3.2720435,114.6004909,Toko Gadai,Pegadaian
Pegadaian Kebun Bunga,-3.3334125,114.6132166,Agen Pinjaman,Pegadaian
Pegadaian Kertak Baru,-3.3473665,114.5806885,Toko Gadai,Pegadaian
Pegadaian Kota Baru,-3.2567256,116.2215457,Agen Pinjaman,Pegadaian
Pegadaian Kuripan,-3.3197502,114.613934,Toko Gadai,Pegadaian
Pegadaian Martapura,-3.3940114,114.8732191,Toko Gadai,Pegadaian
Pegadaian Pesayangan,-3.4390293,114.8367328,Kantor Perusahaan,Pegadaian
Pegadaian Sungai Danau,-3.7772538,115.3996949,Lembaga Keuangan,Pegadaian
Pegadaian Syariah,-3.404128,114.846537,Toko Gadai,Pegadaian
Pegadaian Syariah,-3.3289392,114.5838937,Toko Gadai,Pegadaian
Pegadaian Syariah,-3.3369269,114.617323,Toko Gadai,Pegadaian
Pegadaian Syariah,-3.2943409,114.601283,Toko Gadai,Pegadaian
Pegadaian Syariah,-3.4393718,114.8348727,Bank,Pegadaian
Pegadaian Syariah UPS murjani,-3.4433723,114.826759,Kantor Perusahaan,Pegadaian
Pegadaian Terima Gadai Barang Jaminan,-3.2966918,114.6082813,Bank,Pegadaian
Pegadaian UPC Agus Salim,-3.2404127,116.2310331,Toko Gadai,Pegadaian
Pegadaian UPC Amuntai,-2.4198231,115.2578671,Toko Gadai,Pegadaian
Pegadaian UPC Angsau,-3.7875241,114.7760089,Toko Gadai,Pegadaian
Pegadaian UPC Antasari,-3.3294631,114.5988943,Toko Gadai,Pegadaian
Pegadaian UPC Belitung Laut,-3.3093075,114.5887812,Toko Gadai,Pegadaian
Pegadaian UPC Cempaka,-3.3473665,114.5806885,Agen Pinjaman,Pegadaian
Pegadaian UPC Dirgahayu,-3.2463076,116.2216873,Toko Gadai,Pegadaian
Pegadaian UPC Duta Mall,-3.3230825,114.6031465,Lembaga Keuangan,Pegadaian
Pegadaian UPC HKSN,-3.2895949,114.5731303,Toko Gadai,Pegadaian
Pegadaian UPC Handil,-3.2632832,114.6222591,Toko Gadai,Pegadaian
Pegadaian UPC Kesatrian,-3.3291555,114.6148361,Toko Gadai,Pegadaian
Pegadaian UPC Kotabaru,-3.2399832,116.2263283,Toko Gadai,Pegadaian
Pegadaian UPC Marabahan,-2.9333295,114.7024179,Agen Pinjaman,Pegadaian
Pegadaian UPC Pagatan,-3.6048923,115.9265415,Toko Gadai,Pegadaian
Pegadaian UPC Paringin,-2.3389123,115.4576343,Toko Gadai,Pegadaian
Pegadaian UPC Pasar Batu,-3.4003277,114.8418846,Toko Gadai,Pegadaian
Pegadaian UPC Pasar Kelua,-2.9699542,115.1740942,Toko Gadai,Pegadaian
Pegadaian UPC Pekapuran,-3.335271,114.607639,Toko Gadai,Pegadaian
Pegadaian UPC Pekapuran,-3.356121,114.598504,Toko Gadai,Pegadaian
Pegadaian UPC Rantau,-2.9325184,115.152284,Toko Gadai,Pegadaian
Pegadaian UPC Serongga,-3.478288,115.899492,Toko Gadai,Pegadaian
Pegadaian UPC Sungai Dama,-3.780567,115.437698,Toko Gadai,Pegadaian
Pegadaian UPS S Gardu,-3.3413223,114.5910909,Toko Gadai,Pegadaian
Pegadaian UPS Veteran,-3.3197502,114.613934,Toko Gadai,Pegadaian
Pegadaian Unit Sungai Besar,-3.4494466,114.8470014,Toko Gadai,Pegadaian
Pegadaian Unit Tanjung (Mabuun),-2.1725474,115.4110319,Agen Pinjaman,Pegadaian
Pegadaian Upc Kesatriaaan,-3.3139688,114.6183578,Kantor Perusahaan,Pegadaian
Pegadaian. PT,-2.58728,115.3810489,Toko Gadai,Pegadaian
Penggadaian,-3.2400509,116.2263329,Tambah jam buka,Pegadaian
Perum Pegadaian,-3.3198861,114.6033648,Toko Gadai,Pegadaian
AGEN POS INDONESIA,-3.8651618,115.2074724,Kantor Pos,Pos Indonesia
Agen Resmi PT Pos Indonesia,-3.4315735,114.8339842,Layanan E-Niaga,Pos Indonesia
Agen Resmi Pt.Pos Indonesia,-3.4411961,114.8284682,Tambahkan nomor telepon tempat ini,Pos Indonesia
Binuang,-3.144109,115.058461,Kantor Pos,Pos Indonesia
KANTOR POS INDONESIA Kapuas Hilir,-3.032116,114.3988316,Kantor Pos,Pos Indonesia
KANTOR POS SIMPUR,-2.8153946,115.2136386,Kantor Perusahaan,Pos Indonesia
Kantor POS,-3.3549382,114.6011235,Kantor Pos,Pos Indonesia
Kantor POS KASARANGAN,-2.6185169,115.2915774,Layanan Pengiriman dan Pengeposan,Pos Indonesia
Kantor POS Pantai 72161,-3.137199,116.1350004,Kantor Pos,Pos Indonesia
Kantor Pos,-3.0013304,115.1293056,Kantor Pos,Pos Indonesia
Kantor Pos,-3.3637392,114.6368345,Kantor Pos,Pos Indonesia
Kantor Pos,-3.3293165,114.9551429,Kantor Pos,Pos Indonesia
Kantor Pos,-3.4175771,114.8499446,Kantor Pos,Pos Indonesia
Kantor Pos,-3.354771,114.6348452,Kantor Pos,Pos Indonesia
Kantor Pos,-3.8728134,115.2018488,Kantor Pos,Pos Indonesia
Kantor Pos,-3.4602736,114.5302064,Kantor Pos,Pos Indonesia
Kantor Pos,-3.40762,114.849651,Kantor Pos,Pos Indonesia
Kantor Pos Amuntai,-2.4188107,115.2544088,Kantor Pos,Pos Indonesia
Kantor Pos Angsana,-3.7096265,115.5879794,Kantor Pos,Pos Indonesia
Kantor Pos Asam Asam,-3.9014624,115.0901314,Kantor Pos,Pos Indonesia
Kantor Pos Awayan,-2.4149682,115.5287937,Kantor Pos,Pos Indonesia
Kantor Pos Bangkal,-3.5217504,114.8107959,Kantor Pos,Pos Indonesia
Kantor Pos Banjarbaru,-3.4394242,114.8329991,Kantor Pos,Pos Indonesia
Kantor Pos Banjarbaru Guntung Payung,-3.4493536,114.7909642,Kantor Pos,Pos Indonesia
Kantor Pos Banjarbaru Landasan Ulin Tengah,-3.4417311,114.7340917,Kantor Pos,Pos Indonesia
Kantor Pos Banjarmasin,-3.3248825,114.5912895,Kantor Pos,Pos Indonesia
Kantor Pos Barabai,-2.5846753,115.3833462,Kantor Pos,Pos Indonesia
Kantor Pos Barambai,-3.0250793,114.6868899,Kantor Pos,Pos Indonesia
Kantor Pos Batu Ampar,-3.8858981,114.8239611,Kantor Pos,Pos Indonesia
Kantor Pos Batu Tungku,-3.9659942,114.75295,Kantor Pos,Pos Indonesia
Kantor Pos Batulicin,-3.4226771,116.0040135,Kantor Pos,Pos Indonesia
Kantor Pos Batumandi,-2.4263836,115.424496,Kantor Pos,Pos Indonesia
Kantor Pos Belawang 70563,-3.1139787,114.6042852,Kantor Pos,Pos Indonesia
Kantor Pos Belitung,-3.3068339,114.5813184,Kantor Pos,Pos Indonesia
Kantor Pos Berangas Kotabaru,-3.3832907,116.2390577,Kantor Pos,Pos Indonesia
Kantor Pos Beruntungjaya,-3.357978,114.6232491,Kantor Pos,Pos Indonesia
Kantor Pos Binuang,-3.1577554,115.086882,Kantor Pos,Pos Indonesia
Kantor Pos Cemara Raya,-3.2925243,114.5921574,Kantor Pos,Pos Indonesia
Kantor Pos Cempaka,-3.4816559,114.8519895,Kantor Pos,Pos Indonesia
Kantor Pos Daha Selatan,-2.6374324,115.1162404,Kantor Perusahaan,Pos Indonesia
Kantor Pos Danau Panggang,-2.4617866,115.1046595,Kantor Pos,Pos Indonesia
Kantor Pos Gatot Subroto Banjarmasin,-3.32011,114.6180031,Kantor Pos,Pos Indonesia
Kantor Pos Guntung Paikat,-3.4452021,114.8305448,Kantor Pos,Pos Indonesia
Kantor Pos Ilung,-2.5264666,115.410728,Kantor Pos,Pos Indonesia
Kantor Pos Juai 71665,-2.2676083,115.5750248,Kantor Pos,Pos Indonesia
Kantor Pos Kelayan,-3.330031,114.5903269,Kantor Pos,Pos Indonesia
Kantor Pos Kelayan,-3.332485,114.5962959,Kantor Pos,Pos Indonesia
Kantor Pos Kelua,-2.2801357,115.296972,Kantor Pos,Pos Indonesia
Kantor Pos Kotabaru,-3.2359142,116.2283656,Kantor Pos,Pos Indonesia
Kantor Pos Kuripan,-2.6096455,114.7950652,Kantor Pos,Pos Indonesia
Kantor Pos Lampihong,-2.3375175,115.3779297,Kantor Pos,Pos Indonesia
Kantor Pos Mandastana 70581,-3.1796136,114.6639846,Kantor Pos,Pos Indonesia
Kantor Pos Marabahan 70500,-2.9785452,114.767271,Kantor Pos,Pos Indonesia
Kantor Pos Margasari,-2.8813856,114.936617,Kantor Pos,Pos Indonesia
Kantor Pos Martapura,-3.4091772,114.8471977,Kantor Pos,Pos Indonesia
Kantor Pos Negara Daha Utara,-2.6257511,115.1056809,Kantor Pos,Pos Indonesia
Kantor Pos Padang Batung,-2.8178072,115.298019,Kantor Pos,Pos Indonesia
Kantor Pos Pagat,-2.6231175,115.4205021,Kantor Pos,Pos Indonesia
Kantor Pos Paringin,-2.3345047,115.4612526,Kantor Pos,Pos Indonesia
Kantor Pos Pelaihari,-3.8050995,114.7653066,Kantor Pos,Pos Indonesia
Kantor Pos Pengaron,-3.2955778,115.0946798,Kantor Pos,Pos Indonesia
Kantor Pos Rantau Badauh 70561,-3.0657433,114.7121153,Kantor Pos,Pos Indonesia
Kantor Pos Regional IX Banjarbaru,-3.441048,114.8316333,Kantor Pos,Pos Indonesia
Kantor Pos SPP Banjarmasin,-3.4417724,114.7340543,Kantor Pos,Pos Indonesia
Kantor Pos Sungai Danau,-3.7779694,115.4031479,Kantor Pos,Pos Indonesia
Kantor Pos Sungai Raya,-3.258435,115.076423,Kantor Pos,Pos Indonesia
Kantor Pos Syamsudin Noor,-3.4409145,114.7431297,Kantor Pos,Pos Indonesia
Kantor Pos Tabukan,-2.8088218,114.6368754,Kantor Pos,Pos Indonesia
Kantor Pos Tamban 70566,-3.3328525,114.478007,Kantor Pos,Pos Indonesia
Kantor Pos Tegalrejo 72182,-3.1854234,115.9811802,Kantor Pos,Pos Indonesia
Kantor Pos Trisakti Banjarmasin,-3.326652,114.5612057,Kantor Pos,Pos Indonesia
Kantor Pos Wanaraya,-3.0610948,114.618575,Kantor Pos,Pos Indonesia
Kantor pos Berangas,-3.2762869,114.5971359,Kantor Pos,Pos Indonesia
Kantorpos Alabio,-2.4649722,115.2184544,Kantor Pos,Pos Indonesia
Kantorpos Aluhaluh,-3.4614862,114.5480228,Kantor Pos,Pos Indonesia
Kantorpos Angkinang,-2.7321699,115.2911065,Kantor Pos,Pos Indonesia
Kantorpos Anjir Muara,-3.200598,114.5467622,Kantor Pos,Pos Indonesia
Kantorpos Anjir Pasar,-3.1499395,114.5030906,Kantor Pos,Pos Indonesia
Kantorpos Banjarmasin Klayan,-3.3300746,114.5930671,Kantor Pos,Pos Indonesia
Kantorpos Banjarmasin Seibilu,-3.3328734,114.6044682,Kantor Pos,Pos Indonesia
Kantorpos Batibati,-3.565921,114.785527,Kantor Pos,Pos Indonesia
Kantorpos Birayang,-2.5485026,115.4482996,Kantor Pos,Pos Indonesia
Kantorpos Danau Salak,-3.251257,114.993214,Kantor Pos,Pos Indonesia
Kantorpos Desa Manunggal Blok A1,-3.331458,115.9225193,Kantor Perusahaan,Pos Indonesia
Kantorpos Gambut,-3.4077177,114.6704406,Kantor Pos,Pos Indonesia
Kantorpos Haruyan,-2.6898259,115.3420924,Kantor Pos,Pos Indonesia
Kantorpos Indonesia,-3.2253306,116.2398148,Kantor Pos,Pos Indonesia
Kantorpos Indonesia,-3.0157862,115.1523689,Kantor Pos,Pos Indonesia
Kantorpos Kandangan,-2.7854936,115.2665393,Kantor Pos,Pos Indonesia
Kantorpos Karang Intan,-3.4364755,114.92444,Kantor Pos,Pos Indonesia
Kantorpos Kintap,-3.857227,115.207901,Kantor Pos,Pos Indonesia
Kantorpos Mantewe,-3.2573022,115.761116,Kantor Pos,Pos Indonesia
Kantorpos Pagatan,-3.6089492,115.9334072,Kantor Pos,Pos Indonesia
Kantorpos Pantai Hambawang,-2.6405314,115.3363901,Kantor Pos,Pos Indonesia
Kantorpos Pendawan Baru,-2.556533,115.319317,Kantor Pos,Pos Indonesia
Kantorpos Pos Indonesia,-3.4341824,114.8685829,Kantor Pos,Pos Indonesia
Kantorpos Rantau,-2.9330384,115.1511665,Kantor Pos,Pos Indonesia
Kantorpos Rantau Badauh,-3.125923,114.690544,Kantor Pos,Pos Indonesia
Kantorpos Sebamban-I,-3.6491671,115.7540344,Kantor Pos,Pos Indonesia
Kantorpos Simpang Empat Martapura,-3.2809734,115.0257265,Kantor Pos,Pos Indonesia
Kantorpos Sungai Tabuk,-3.3240415,114.6993104,Kantor Pos,Pos Indonesia
Kantorpos Sungai Ulin,-3.4486314,114.8640689,Kantor Pos,Pos Indonesia
Kantorpos Takisung,-3.887079,114.643107,Kantor Pos,Pos Indonesia
Kantorpos Tanjung Batu,-3.0036526,116.2196633,Kantor Pos,Pos Indonesia
PT Pos Indonesia (Tanah SPP Bjm),-3.4590651,114.7716093,Kantor Perusahaan,Pos Indonesia
PT Pos Indonesia P. M. NOOR,-3.4486323,114.864014,Kantor Pos,Pos Indonesia
PT. POS INDONESIA KCP SUNGAI KUPANG,-3.0510264,115.9829264,Kantor Pos,Pos Indonesia
PT. Pos Indonesia (Persero),-3.3182485,114.605909,Kantor Pos,Pos Indonesia
Pos 01 PT.PAS,-2.8507381,114.8791717,Kantor Pos,Pos Indonesia
Pos Indonesia,-2.4150928,115.5287739,Tambahkan nomor telepon tempat ini,Pos Indonesia
Pos Indonesia (Persero). PT,-3.465745,114.752748,Kantor Pos,Pos Indonesia
Pos Indonesia KCP Berangas (Kantorpos),-3.2596764,114.6066517,Kantor Perusahaan,Pos Indonesia
Pos Martani,-3.6398574,115.652875,Kantor Pos,Pos Indonesia
Pos PESONA CINDAI PERMAI,-3.4171893,114.8101578,Kantor Pos,Pos Indonesia
Pos Tanjung Samalantakan,-2.5818252,116.4051599,Kantor Pos,Pos Indonesia
Ruang PKBL Banjarbaru PT. Pos Indonesia,-3.4408821,114.8316906,Kantor Perusahaan,Pos Indonesia
kantor pos saka permai (ditambahkan KURIRKITA),-3.3115062,114.5854295,Kantor Pos,Pos Indonesia
